term,coef,ci_low,ci_high,p_value
const,3.0055868191985997,1.1140255765785365,4.897148061818663,0.0019503282647082094
home_xg_for_avg5,1.941770919397682e-16,-1.0713174394557366e-15,1.459671623335273e-15,0.762818694536032
away_xg_for_avg5,4.013738732188727e-15,1.8063730371816308e-15,6.221104427195823e-15,0.00040724457963726426
home_sot_avg5,0.041559511633564805,-0.13189319140429326,0.21501221467142287,0.6375085211411012
away_sot_avg5,0.15970977092052152,0.008000830035207795,0.31141871180583525,0.039156332948717544
expected_total_xg,-3.490132052368278e-15,-8.199347026695932e-15,1.2190829219593754e-15,0.14569545467120407
bookmaker_spread_draw,0.00519687575656072,-0.06359177576524438,0.07398552727836583,0.881872191040828
implied_prob_d,-3.810636935238207,-9.64101340538069,2.0197395349042764,0.19928078146414085
away_strength_rating,-0.0692256979311994,-0.3163995488771881,0.17794815301478928,0.5818225170838016
